ID,Type,Electricity (kWh/month),Cooking Fuel (kg/month),No of Cylinders,Water Heating (kWh/month),Waste (kg/month),Private Transportation (km/month),Electricity Emissions (kg CO₂/month),Cooking Emissions (kg CO₂/month),Transportation Emissions (kg CO₂/month),Waste Emissions (kg CO₂/month),Total Emissions (kg CO₂/month),AQI
Household_255,Household,356,27,1.929,36,22,587,291.91999999999996,80.541,90.398,4.4,470.88470815026477,296
Household_256,Household,209,14,1.0,48,33,461,171.38,41.762,70.994,6.6000000000000005,304.42021954472676,296
Household_257,Household,323,5,0.357,52,37,307,264.85999999999996,14.915000000000001,47.278,7.4,346.3344573470698,296
Household_258,Household,264,29,2.071,52,22,554,216.48,86.507,85.31599999999999,4.4,398.0704362301245,296
Household_259,Household,271,26,1.857,54,34,528,222.22,77.558,81.31200000000001,6.800000000000001,395.5439021417044,296
Household_260,Household,266,23,1.643,30,34,563,218.11999999999998,68.60900000000001,86.702,6.800000000000001,378.3127854179336,296
Household_261,Household,361,7,0.5,53,33,587,296.02,20.881,90.398,6.6000000000000005,401.7078538868078,296
Household_262,Household,319,18,1.286,40,35,464,261.58,53.694,71.456,7.0,394.9072121738091,296
Household_263,Household,381,25,1.786,43,35,306,312.41999999999996,74.575,47.123999999999995,7.0,450.9447346362777,296
Household_264,Household,273,11,0.786,30,40,446,223.85999999999999,32.813,68.684,8.0,339.92060869828543,296
Household_265,Household,311,23,1.643,33,37,301,255.01999999999998,68.60900000000001,46.354,7.4,385.7210733915936,296
Household_266,Household,328,19,1.357,34,39,310,268.96,56.677,47.74,7.800000000000001,376.89944312953253,296
Household_267,Household,329,7,0.5,52,31,319,269.78,20.881,49.126,6.2,343.3315316198157,296
Household_268,Household,204,9,0.643,35,28,525,167.28,26.847,80.85000000000001,5.6000000000000005,285.4112548811461,296
Household_269,Household,252,16,1.143,32,39,579,206.64,47.728,89.16600000000001,7.800000000000001,345.86892605491244,296
Household_270,Household,280,14,1.0,59,33,514,229.6,41.762,79.156,6.6000000000000005,351.96082930066996,296
Household_271,Household,327,21,1.5,47,38,508,268.14,62.643,78.232,7.6000000000000005,419.59482236377454,296
Household_272,Household,213,13,0.929,37,21,536,174.66,38.779,82.54400000000001,4.2,307.7920474315691,296
Household_273,Household,224,11,0.786,38,30,303,183.67999999999998,32.813,46.662,6.0,267.15971326670586,296
Household_274,Household,353,30,2.143,58,32,397,289.46,89.49000000000001,61.138,6.4,434.85610538946355,296
Household_275,Household,236,15,1.071,35,37,427,193.51999999999998,44.745000000000005,65.758,7.4,304.06496084957166,296
Household_276,Household,284,14,1.0,33,28,333,232.88,41.762,51.282,5.6000000000000005,333.560720848931,296
Household_277,Household,216,9,0.643,54,25,375,177.11999999999998,26.847,57.75,5.0,268.6322096386596,296
Household_278,Household,286,25,1.786,39,40,326,234.51999999999998,74.575,50.204,8.0,369.71138137655345,296
Household_279,Household,256,10,0.714,56,27,397,209.92,29.830000000000002,61.138,5.4,311.5009529059575,296
Household_280,Household,211,17,1.214,54,40,472,173.01999999999998,50.711,72.688,8.0,304.4771055854245,296
Household_281,Household,344,30,2.143,50,33,363,282.08,89.49000000000001,55.902,6.6000000000000005,436.7225604484031,296
Household_282,Household,329,26,1.857,40,20,480,269.78,77.558,73.92,4.0,424.8077317717113,296
Household_283,Household,235,23,1.643,55,40,566,192.7,68.60900000000001,87.164,8.0,367.96033482929437,296
Household_284,Household,239,15,1.071,33,36,486,195.98,44.745000000000005,74.844,7.2,337.09242031217497,296
Household_285,Household,238,12,0.857,32,21,354,195.16,35.796,54.516000000000005,4.2,277.78188717619963,296
Household_286,Household,310,28,2.0,51,24,588,254.2,83.524,90.552,4.800000000000001,430.5234805789775,296
Household_287,Household,235,19,1.357,49,38,526,192.7,56.677,81.004,7.6000000000000005,338.30824491540704,296
Household_288,Household,280,17,1.214,40,21,500,229.6,50.711,77.00000000000001,4.2,358.84185287985673,296
Household_289,Household,353,6,0.429,50,28,500,289.46,17.898,77.00000000000001,5.6000000000000005,407.8872259133088,296
Household_290,Household,239,21,1.5,30,30,403,195.98,62.643,62.062000000000005,6.0,328.92455278089733,296
Household_291,Household,241,29,2.071,36,22,430,197.61999999999998,86.507,66.22,4.4,346.6932817294965,296
Household_292,Household,307,16,1.143,48,25,311,251.73999999999998,47.728,47.894000000000005,5.0,358.3264233956067,296
Household_293,Household,218,9,0.643,41,36,316,178.76,26.847,48.664,7.2,264.18074538846196,296
Household_294,Household,273,29,2.071,52,36,311,223.85999999999999,86.507,47.894000000000005,7.2,368.5029291955342,296
Household_295,Household,261,20,1.429,53,38,563,214.01999999999998,59.660000000000004,86.702,7.6000000000000005,386.0607615879919,296
Household_296,Household,348,21,1.5,52,24,497,285.35999999999996,62.643,76.538,4.800000000000001,432.84885175754806,296
Household_297,Household,399,29,2.071,47,31,442,327.18,86.507,68.068,6.2,484.91838476126003,296
Household_298,Household,258,30,2.143,38,32,325,211.55999999999997,89.49000000000001,50.050000000000004,6.4,337.94723573689896,296
Household_299,Household,246,14,1.0,45,26,581,201.72,41.762,89.474,5.2,336.5020098185649,296
Household_300,Household,285,30,2.143,36,33,416,233.7,89.49000000000001,64.06400000000001,6.6000000000000005,406.91369917327194,296
Household_301,Household,206,13,0.929,48,35,514,168.92,38.779,79.156,7.0,292.9433088044382,296
Household_302,Household,281,24,1.714,36,22,402,230.42,71.592,61.908,4.4,345.91950101480495,296
Household_303,Household,216,18,1.286,60,22,407,177.11999999999998,53.694,62.678,4.4,292.9083760780755,296
Household_304,Household,387,17,1.214,31,22,592,317.34,50.711,91.168,4.4,473.5458853891279,296
Household_305,Household,370,12,0.857,55,31,338,303.4,35.796,52.05200000000001,6.2,402.90617174562016,296
Household_306,Household,214,28,2.0,46,23,509,175.48,83.524,78.386,4.6000000000000005,333.59119103489263,296
Household_307,Household,360,20,1.429,42,29,407,295.2,59.660000000000004,62.678,5.800000000000001,417.68515223600923,296
Household_308,Household,325,6,0.429,52,22,469,266.5,17.898,72.226,4.4,356.91691340897586,296
Household_309,Household,233,27,1.929,42,32,573,191.06,80.541,88.242,6.4,359.6158622813707,296
Household_310,Household,359,7,0.5,56,26,328,294.38,20.881,50.512,5.2,350.67626132260415,296
Household_311,Household,389,21,1.5,58,40,535,318.97999999999996,62.643,82.39,8.0,479.6489110061985,296
Household_312,Household,384,20,1.429,53,31,538,314.88,59.660000000000004,82.852,6.2,476.16259956689095,296
Household_313,Household,320,14,1.0,59,26,364,262.4,41.762,56.056,5.2,350.23351056035256,296
Household_314,Household,376,7,0.5,42,33,457,308.32,20.881,70.378,6.6000000000000005,418.6175293258632,296
Household_315,Household,267,22,1.571,59,24,452,218.94,65.626,69.608,4.800000000000001,357.94376798602786,296
Household_316,Household,375,5,0.357,50,33,372,307.5,14.915000000000001,57.288000000000004,6.6000000000000005,398.5543234816788,296
Household_317,Household,342,21,1.5,54,23,439,280.44,62.643,67.606,4.6000000000000005,415.66850436290446,296
Household_318,Household,386,30,2.143,34,24,497,316.52,89.49000000000001,76.538,4.800000000000001,488.7034459215863,296
Household_319,Household,238,28,2.0,60,33,310,195.16,83.524,47.74,6.6000000000000005,336.74834646982214,296
Household_320,Household,261,17,1.214,31,26,351,214.01999999999998,50.711,54.053999999999995,5.2,316.08433674864716,296
Household_321,Household,203,12,0.857,49,40,542,166.45999999999998,35.796,83.468,8.0,305.6707414432802,296
Household_322,Household,309,14,1.0,40,21,517,253.38,41.762,79.61800000000001,4.2,367.74619361925215,296
Household_323,Household,368,21,1.5,55,22,561,301.76,62.643,86.394,4.4,451.1763325548333,296
Household_324,Household,204,9,0.643,51,34,514,167.28,26.847,79.156,6.800000000000001,285.3256467764317,296
Household_325,Household,376,13,0.929,32,39,540,308.32,38.779,83.16,7.800000000000001,432.9670475951454,296
Household_326,Household,260,14,1.0,32,37,361,213.2,41.762,55.594,7.4,325.7313124081494,296
Household_327,Household,344,28,2.0,32,22,568,282.08,83.524,87.47200000000001,4.4,471.23466173183954,296
Household_328,Household,319,19,1.357,54,28,367,261.58,56.677,56.518,5.6000000000000005,390.50046001053835,296
Household_329,Household,341,9,0.643,31,30,404,279.62,26.847,62.216,6.0,355.32184686321375,296
Household_330,Household,383,7,0.5,56,28,494,314.06,20.881,76.076,5.6000000000000005,417.87546969619365,296
Household_331,Household,352,6,0.429,41,29,308,288.64,17.898,47.432,5.800000000000001,370.05682610696397,296
Household_332,Household,239,29,2.071,34,30,525,195.98,86.507,80.85000000000001,6.0,356.16951153177945,296
Household_333,Household,323,19,1.357,35,27,550,264.85999999999996,56.677,84.7,5.4,418.8731058722887,296
Household_334,Household,332,20,1.429,55,37,336,272.24,59.660000000000004,51.744,7.4,397.7186078163931,296
Household_335,Household,259,20,1.429,42,24,380,212.38,59.660000000000004,58.519999999999996,4.800000000000001,323.2391010806174,296
Household_336,Household,313,12,0.857,42,38,485,256.65999999999997,35.796,74.69000000000001,7.6000000000000005,383.0883266574016,296
Household_337,Household,266,28,2.0,37,21,339,218.11999999999998,83.524,52.206,4.2,360.7769779352994,296
Household_338,Household,290,17,1.214,42,20,561,237.79999999999998,50.711,86.394,4.0,385.40881788721265,296
Household_339,Household,346,20,1.429,37,20,358,283.71999999999997,59.660000000000004,55.132000000000005,4.0,392.8488761423487,296
Household_340,Household,258,20,1.429,38,32,344,211.55999999999997,59.660000000000004,52.976,6.4,332.0973611637138,296
Household_341,Household,288,25,1.786,39,23,490,236.16,74.575,75.46,4.6000000000000005,373.7462144586768,296
Household_342,Household,354,10,0.714,57,26,432,290.28,29.830000000000002,66.528,5.2,369.06808792466944,296
Household_343,Household,244,30,2.143,54,38,330,200.07999999999998,89.49000000000001,50.82,7.6000000000000005,349.3982842652775,296
Household_344,Household,222,14,1.0,39,30,457,182.04,41.762,70.378,6.0,311.1859760676131,296
Household_345,Household,238,22,1.571,33,21,505,195.16,65.626,77.77,4.2,345.2853681426508,296
Household_346,Household,276,16,1.143,36,21,523,226.32,47.728,80.542,4.2,358.1555393605586,296
Household_347,Household,212,18,1.286,56,36,532,173.84,53.694,81.92800000000001,7.2,314.78665879945123,296
Household_348,Household,216,12,0.857,60,21,487,177.11999999999998,35.796,74.998,4.2,282.6883460855693,296
Household_349,Household,391,28,2.0,42,22,373,320.62,83.524,57.442,4.4,463.76739096204693,296
Household_350,Household,262,19,1.357,59,24,577,214.83999999999997,56.677,88.858,4.800000000000001,369.39184468264443,296
Household_351,Household,395,24,1.714,33,37,518,323.9,71.592,79.77199999999999,7.4,478.31177767199364,296
Household_352,Household,391,21,1.5,41,36,492,320.62,62.643,75.768,7.2,473.73686853835784,296
Household_353,Household,221,30,2.143,53,37,569,181.22,89.49000000000001,87.62599999999999,7.4,367.695750338646,296
Household_354,Household,391,19,1.357,58,31,463,320.62,56.677,71.302,6.2,457.9687941777341,296
Household_355,Household,379,16,1.143,36,30,332,310.78,47.728,51.128,6.0,424.52262753550957,296
Household_356,Household,333,19,1.357,44,38,357,273.06,56.677,54.978,7.6000000000000005,387.04744567345017,296
Household_357,Household,225,6,0.429,43,21,584,184.5,17.898,89.93599999999999,4.2,303.1278058618695,296
Household_358,Household,203,21,1.5,32,32,338,166.45999999999998,62.643,52.05200000000001,6.4,283.6902328274802,296
Household_359,Household,214,27,1.929,58,30,587,175.48,80.541,90.398,6.0,355.8141448381884,296
Household_360,Household,329,19,1.357,43,39,321,269.78,56.677,49.434,7.800000000000001,377.2332864936343,296
Household_361,Household,226,7,0.5,46,31,391,185.32,20.881,60.214,6.2,263.5079617693526,296
Household_362,Household,220,19,1.357,45,24,383,180.39999999999998,56.677,58.982000000000006,4.800000000000001,301.77764745648494,296
Household_363,Household,205,23,1.643,54,24,556,168.1,68.60900000000001,85.62400000000001,4.800000000000001,308.2809994797889,296
Household_364,Household,257,10,0.714,44,21,462,210.73999999999998,29.830000000000002,71.14800000000001,4.2,312.95532556491116,296
Household_365,Household,263,21,1.5,54,31,573,215.66,62.643,88.242,6.2,356.6812299439082,296
Household_366,Household,214,16,1.143,45,27,359,175.48,47.728,55.286,5.4,291.68634034313607,296
Household_367,Household,373,29,2.071,46,40,307,305.85999999999996,86.507,47.278,8.0,458.1461059610891,296
Household_368,Household,278,18,1.286,47,39,498,227.95999999999998,53.694,76.69200000000001,7.800000000000001,357.50648778579193,296
Household_369,Household,330,16,1.143,50,22,345,270.59999999999997,47.728,53.13,4.4,380.1411296247349,296
Household_370,Household,214,29,2.071,59,33,572,175.48,86.507,88.088,6.6000000000000005,365.66635713687486,296
Household_371,Household,325,16,1.143,49,23,308,266.5,47.728,47.432,4.6000000000000005,375.28469222501786,296
Household_372,Household,365,20,1.429,54,40,416,299.29999999999995,59.660000000000004,64.06400000000001,8.0,433.1685083397164,296
Household_373,Household,329,28,2.0,37,30,363,269.78,83.524,55.902,6.0,422.54904675561494,296
Household_374,Household,271,25,1.786,47,37,394,222.22,74.575,60.676,7.4,358.37768688079603,296
Household_375,Household,365,15,1.071,42,20,401,299.29999999999995,44.745000000000005,61.754000000000005,4.0,410.6302246565668,296
Household_376,Household,368,12,0.857,40,38,387,301.76,35.796,59.598000000000006,7.6000000000000005,400.08296593209224,296
Household_377,Household,240,21,1.5,41,33,459,196.79999999999998,62.643,70.686,6.6000000000000005,329.3911202621464,296
Household_378,Household,279,26,1.857,51,39,460,228.77999999999997,77.558,70.84,7.800000000000001,385.3386339146963,296
Household_379,Household,367,22,1.571,57,20,301,300.94,65.626,46.354,4.0,420.39530376158075,296
Household_380,Household,232,13,0.929,42,20,376,190.23999999999998,38.779,57.904,4.0,302.5580876795499,296
Household_381,Household,315,30,2.143,51,26,493,258.3,89.49000000000001,75.922,5.2,431.5635552729889,296
Household_382,Household,365,11,0.786,55,33,421,299.29999999999995,32.813,64.834,6.6000000000000005,409.9663053496155,296
Household_383,Household,342,6,0.429,39,31,422,280.44,17.898,64.988,6.2,376.0588317324954,296
Household_384,Household,333,13,0.929,35,28,522,273.06,38.779,80.38799999999999,5.6000000000000005,424.7023436569696,296
Household_385,Household,359,13,0.929,47,31,563,294.38,38.779,86.702,6.2,407.9606759672742,296
Household_386,Household,271,22,1.571,57,39,410,222.22,65.626,63.14,7.800000000000001,351.90666133162824,296
Household_387,Household,326,11,0.786,40,39,507,267.32,32.813,78.07799999999999,7.800000000000001,400.75156052488074,296
Household_388,Household,331,10,0.714,55,22,426,271.41999999999996,29.830000000000002,65.604,4.4,367.7338692514652,296
Household_389,Household,240,14,1.0,43,30,311,196.79999999999998,41.762,47.894000000000005,6.0,301.3140313760172,296
Household_390,Household,286,16,1.143,42,32,542,234.51999999999998,47.728,83.468,6.4,374.4160952376283,296
Household_391,Household,321,23,1.643,52,33,472,263.21999999999997,68.60900000000001,72.688,6.6000000000000005,432.16902401208006,296
Household_392,Household,335,27,1.929,50,38,599,274.7,80.541,92.246,7.6000000000000005,443.95645572936286,296
Household_393,Household,281,10,0.714,47,38,449,230.42,29.830000000000002,69.146,7.6000000000000005,349.21400552518816,296
Household_394,Household,236,28,2.0,38,22,501,193.51999999999998,83.524,77.154,4.4,376.09381305272495,296
Household_395,Household,234,26,1.857,60,34,512,191.88,77.558,78.848,6.800000000000001,344.94181122832003,296
Household_396,Household,358,30,2.143,58,39,592,293.56,89.49000000000001,91.168,7.800000000000001,489.8467024358135,296
Household_397,Household,203,16,1.143,59,39,451,166.45999999999998,47.728,69.45400000000001,7.800000000000001,281.78702014170943,296
Household_398,Household,249,21,1.5,48,28,549,204.17999999999998,62.643,84.546,5.6000000000000005,357.27061572535126,296
Household_399,Household,316,6,0.429,33,21,561,259.12,17.898,86.394,4.2,365.0461206981783,296
Household_400,Household,238,14,1.0,48,38,485,195.16,41.762,74.69000000000001,7.6000000000000005,295.1844606510032,296
Household_401,Household,324,16,1.143,32,32,317,265.68,47.728,48.818,6.4,372.86834259711895,296
Household_402,Household,239,25,1.786,44,20,581,195.98,74.575,89.474,4.0,365.4623916760623,296
Household_403,Household,207,8,0.571,45,29,313,169.73999999999998,23.864,48.202000000000005,5.800000000000001,262.3967897340576,296
Household_404,Household,277,6,0.429,52,24,340,227.14,17.898,52.36000000000001,4.800000000000001,308.3094365464954,296
Household_405,Household,261,26,1.857,57,34,313,214.01999999999998,77.558,48.202000000000005,6.800000000000001,369.4888392407876,296
Household_406,Household,283,6,0.429,36,25,444,232.05999999999997,17.898,68.376,5.0,324.4044238207871,296
Household_407,Household,322,29,2.071,54,21,462,264.03999999999996,86.507,71.14800000000001,4.2,424.8396994799769,296
Household_408,Household,204,5,0.357,37,31,463,167.28,14.915000000000001,71.302,6.2,257.853433492829,296
Household_409,Household,244,27,1.929,44,30,309,200.07999999999998,80.541,47.586000000000006,6.0,329.81111288968225,296
Household_410,Household,394,26,1.857,43,35,392,323.08,77.558,60.368,7.0,445.92849083617426,296
Household_411,Household,209,16,1.143,59,28,556,171.38,47.728,85.62400000000001,5.6000000000000005,308.13005372992046,296
Household_412,Household,332,24,1.714,37,30,300,272.24,71.592,46.2,6.0,375.3534527356401,296
Household_413,Household,256,26,1.857,49,30,474,209.92,77.558,72.99600000000001,6.0,370.99433344585776,296
Household_414,Household,364,21,1.5,46,31,455,298.47999999999996,62.643,70.07,6.2,424.9923970752941,296
Household_415,Household,310,19,1.357,35,31,550,254.2,56.677,84.7,6.2,392.83367376911576,296
Household_416,Household,388,24,1.714,47,33,429,318.15999999999997,71.592,66.066,6.6000000000000005,455.7238980516745,296
Household_417,Household,400,9,0.643,49,20,418,328.0,26.847,64.372,4.0,421.16964962186756,296
Household_418,Household,234,10,0.714,34,40,358,191.88,29.830000000000002,55.132000000000005,8.0,284.91068254939034,296
Household_419,Household,268,5,0.357,46,38,505,219.76,14.915000000000001,77.77,7.6000000000000005,330.88979583073075,296
Household_420,Household,211,14,1.0,49,40,541,173.01999999999998,41.762,83.31400000000001,8.0,300.32069906492444,296
Household_421,Household,242,6,0.429,54,37,584,198.44,17.898,89.93599999999999,7.4,318.47546136222365,296
Household_422,Household,384,11,0.786,60,34,477,314.88,32.813,73.458,6.800000000000001,455.25967233223565,296
Household_423,Household,350,16,1.143,35,39,450,287.0,47.728,69.3,7.800000000000001,415.60150702763235,296
Household_424,Household,327,17,1.214,49,35,533,268.14,50.711,82.082,7.0,406.12810211068364,296
Household_425,Household,323,27,1.929,37,37,428,264.85999999999996,80.541,65.912,7.4,410.921483480717,296
Household_426,Household,207,10,0.714,34,34,385,169.73999999999998,29.830000000000002,59.290000000000006,6.800000000000001,263.71668454579674,296
Household_427,Household,374,6,0.429,30,30,413,306.68,17.898,63.602000000000004,6.0,385.31779656390603,296
Household_428,Household,344,30,2.143,37,34,531,282.08,89.49000000000001,81.774,6.800000000000001,462.83061426683776,296
Household_429,Household,312,16,1.143,56,27,588,255.83999999999997,47.728,90.552,5.4,400.5554413863939,296
Household_430,Household,200,23,1.643,60,35,441,164.0,68.60900000000001,67.914,7.0,285.9008077908221,296
Household_431,Household,252,20,1.429,34,28,389,206.64,59.660000000000004,59.906,5.6000000000000005,331.62041994233937,296
Household_432,Household,389,6,0.429,47,25,362,318.97999999999996,17.898,55.748,5.0,408.3874631264001,296
Household_433,Household,272,5,0.357,38,35,568,223.04,14.915000000000001,87.47200000000001,7.0,328.43588147797254,296
Household_434,Household,272,25,1.786,42,28,397,223.04,74.575,61.138,5.6000000000000005,357.8240322758844,296
Household_435,Household,324,10,0.714,43,23,401,265.68,29.830000000000002,61.754000000000005,4.6000000000000005,348.0869922688315,296
Household_436,Household,218,10,0.714,31,37,578,178.76,29.830000000000002,89.012,7.4,286.42207958375593,296
Household_437,Household,282,17,1.214,40,20,388,231.23999999999998,50.711,59.752,4.0,354.01649267063254,296
Household_438,Household,342,5,0.357,41,26,442,280.44,14.915000000000001,68.068,5.2,366.808216704208,296
Household_439,Household,348,23,1.643,57,20,523,285.35999999999996,68.60900000000001,80.542,4.0,446.2312156200342,296
Household_440,Household,234,16,1.143,35,30,409,191.88,47.728,62.986,6.0,323.9072374457947,296
Household_441,Household,273,6,0.429,43,28,302,223.85999999999999,17.898,46.508,5.6000000000000005,303.0784768491034,296
Household_442,Household,284,30,2.143,37,35,416,232.88,89.49000000000001,64.06400000000001,7.0,388.01027678561206,296
Household_443,Household,353,29,2.071,41,24,592,289.46,86.507,91.168,4.800000000000001,473.38367664657557,296
Household_444,Household,243,8,0.571,44,30,320,199.26,23.864,49.28,6.0,272.2562713484308,296
Household_445,Household,350,15,1.071,52,35,416,287.0,44.745000000000005,64.06400000000001,7.0,395.7261153739834,296
Household_446,Household,323,19,1.357,54,23,502,264.85999999999996,56.677,77.308,4.6000000000000005,406.8731516240262,296
Household_447,Household,250,19,1.357,33,40,440,205.0,56.677,67.76,8.0,329.1140611688183,296
Household_448,Household,218,6,0.429,43,23,351,178.76,17.898,54.053999999999995,4.6000000000000005,233.22048380911298,296
Household_449,Household,226,19,1.357,57,22,435,185.32,56.677,66.99,4.4,304.5055210427262,296
Household_450,Household,343,14,1.0,33,37,301,281.26,41.762,46.354,7.4,373.7071885131262,296
Household_451,Household,376,17,1.214,33,30,562,308.32,50.711,86.548,6.0,466.7929849783192,296
Household_452,Household,294,16,1.143,39,26,458,241.07999999999998,47.728,70.53200000000001,5.2,359.6306255012864,296
Household_453,Household,270,28,2.0,46,29,597,221.39999999999998,83.524,91.938,5.800000000000001,407.78124091029275,296
Household_454,Household,383,8,0.571,49,23,562,314.06,23.864,86.548,4.6000000000000005,427.3889176603793,296
Household_455,Household,253,5,0.357,41,32,346,207.45999999999998,14.915000000000001,53.284,6.4,294.3230514387038,296
Household_456,Household,322,17,1.214,52,40,513,264.03999999999996,50.711,79.00200000000001,8.0,413.3239638546396,296
Household_457,Household,336,30,2.143,38,34,309,275.52,89.49000000000001,47.586000000000006,6.800000000000001,431.1577510523992,296
Household_458,Household,321,29,2.071,58,29,371,263.21999999999997,86.507,57.134,5.800000000000001,395.3211647058265,296
Household_459,Household,351,20,1.429,46,24,367,287.82,59.660000000000004,56.518,4.800000000000001,410.86524047245,296
Household_460,Household,249,28,2.0,48,23,359,204.17999999999998,83.524,55.286,4.6000000000000005,355.1793860012194,296
Household_461,Household,366,14,1.0,54,37,463,300.12,41.762,71.302,7.4,424.39938562589333,296
Household_462,Household,382,22,1.571,34,34,348,313.24,65.626,53.592,6.800000000000001,445.6239632582183,296
Household_463,Household,307,6,0.429,30,40,449,251.73999999999998,17.898,69.146,8.0,347.36751004285475,296
Household_464,Household,375,9,0.643,44,22,459,307.5,26.847,70.686,4.4,401.98515793273475,296
Household_465,Household,210,14,1.0,38,33,376,172.2,41.762,57.904,6.6000000000000005,261.4950261501375,296
Household_466,Household,384,29,2.071,31,22,562,314.88,86.507,86.548,4.4,485.87930571351524,296
Household_467,Household,284,22,1.571,32,29,424,232.88,65.626,65.29599999999999,5.800000000000001,396.3830987363839,296
Household_468,Household,366,13,0.929,46,30,579,300.12,38.779,89.16600000000001,6.0,429.2084882390933,296
Household_469,Household,387,18,1.286,48,23,517,317.34,53.694,79.61800000000001,4.6000000000000005,435.65809773909257,296
Household_470,Household,301,14,1.0,36,32,335,246.82,41.762,51.589999999999996,6.4,353.8984936072908,296
Household_471,Household,296,8,0.571,32,28,435,242.72,23.864,66.99,5.6000000000000005,347.7286000868265,296
Household_472,Household,296,10,0.714,38,26,495,242.72,29.830000000000002,76.23,5.2,366.8532439015214,296
Household_473,Household,212,21,1.5,57,21,304,173.84,62.643,46.815999999999995,4.2,292.20878503706774,296
Household_474,Household,371,25,1.786,37,25,499,304.21999999999997,74.575,76.846,5.0,469.09701514466946,296
Household_475,Household,249,7,0.5,51,31,357,204.17999999999998,20.881,54.978,6.2,304.6411713484199,296
Household_476,Household,202,26,1.857,35,21,514,165.64,77.558,79.156,4.2,319.0992650793788,296
Household_477,Household,371,6,0.429,35,36,590,304.21999999999997,17.898,90.86000000000001,7.2,410.73949294576283,296
Household_478,Household,297,27,1.929,59,39,563,243.54,80.541,86.702,7.800000000000001,407.63713460447076,296
Household_479,Household,349,16,1.143,55,23,586,286.18,47.728,90.24400000000001,4.6000000000000005,426.0943041350602,296
Household_480,Household,246,29,2.071,52,35,405,201.72,86.507,62.370000000000005,7.0,371.93122419825164,296
Household_481,Household,389,29,2.071,52,35,311,318.97999999999996,86.507,47.894000000000005,7.0,465.6616836774623,296
Household_482,Household,344,20,1.429,41,27,302,282.08,59.660000000000004,46.508,5.4,398.53491952709214,296
Household_483,Household,343,17,1.214,52,38,403,281.26,50.711,62.062000000000005,7.6000000000000005,383.4399207133528,296
Household_484,Household,317,9,0.643,49,27,547,259.94,26.847,84.238,5.4,369.4931317276358,296
Household_485,Household,307,5,0.357,54,40,383,251.73999999999998,14.915000000000001,58.982000000000006,8.0,315.28042367137965,296
Household_486,Household,397,26,1.857,47,27,530,325.53999999999996,77.558,81.62,5.4,501.8304578932154,296
Household_487,Household,231,5,0.357,50,35,337,189.42,14.915000000000001,51.897999999999996,7.0,279.0894649288573,296
Household_488,Household,341,8,0.571,30,37,536,279.62,23.864,82.54400000000001,7.4,401.2236672724038,296
Household_489,Household,265,13,0.929,50,21,548,217.29999999999998,38.779,84.392,4.2,334.8031395426045,296
Household_490,Household,400,5,0.357,40,22,479,328.0,14.915000000000001,73.766,4.4,435.9012249361579,296
Household_491,Household,389,27,1.929,55,23,561,318.97999999999996,80.541,86.394,4.6000000000000005,487.9824508997479,296
Household_492,Household,362,26,1.857,40,34,400,296.84,77.558,61.6,6.800000000000001,430.65340719247337,296
Household_493,Household,211,19,1.357,46,29,465,173.01999999999998,56.677,71.61,5.800000000000001,297.46295745388306,296
Household_494,Household,281,17,1.214,32,29,457,230.42,50.711,70.378,5.800000000000001,353.0074336440816,296
Household_495,Household,333,7,0.5,45,26,313,273.06,20.881,48.202000000000005,5.2,347.83878520484706,296
Household_496,Household,272,19,1.357,50,22,365,223.04,56.677,56.21,4.4,338.713557883482,296
Household_497,Household,290,6,0.429,32,37,505,237.79999999999998,17.898,77.77,7.4,326.74131581828965,296
Household_498,Household,219,22,1.571,39,21,580,179.57999999999998,65.626,89.32,4.2,350.85916409185637,296
Household_499,Household,253,5,0.357,33,33,409,207.45999999999998,14.915000000000001,62.986,6.6000000000000005,290.45494080563157,296
Household_500,Household,279,26,1.857,43,39,324,228.77999999999997,77.558,49.89600000000001,7.800000000000001,356.8964614372935,296
Household_501,Household,340,25,1.786,31,27,324,278.8,74.575,49.89600000000001,5.4,419.77402361982763,296
Household_502,Household,278,8,0.571,42,31,587,227.95999999999998,23.864,90.398,6.2,336.58793811733466,296
Household_503,Household,327,17,1.214,60,33,319,268.14,50.711,49.126,6.6000000000000005,358.28809816425485,296
Household_504,Household,345,10,0.714,58,30,553,282.9,29.830000000000002,85.162,6.0,416.61687446598734,296
Household_505,Household,329,27,1.929,48,38,304,269.78,80.541,46.815999999999995,7.6000000000000005,423.6508784955034,296
Household_506,Household,361,14,1.0,54,21,566,296.02,41.762,87.164,4.2,424.525039813486,296
Household_507,Household,377,28,2.0,44,28,382,309.14,83.524,58.827999999999996,5.6000000000000005,456.63229992082853,296
Household_508,Household,336,7,0.5,50,28,455,275.52,20.881,70.07,5.6000000000000005,360.60435285479093,296
Household_509,Household,389,18,1.286,48,26,379,318.97999999999996,53.694,58.366,5.2,436.2949255024339,296
Household_510,Household,343,5,0.357,33,23,402,281.26,14.915000000000001,61.908,4.6000000000000005,357.9259473626881,296
Household_511,Household,239,21,1.5,34,26,520,195.98,62.643,80.08,5.2,342.88171559964997,296
Household_512,Household,251,8,0.571,57,25,530,205.82,23.864,81.62,5.0,320.3965838759724,296
Household_513,Household,377,9,0.643,49,22,306,309.14,26.847,47.123999999999995,4.4,376.5295452196915,296
Household_514,Household,354,26,1.857,43,26,528,290.28,77.558,81.31200000000001,5.2,450.7318866076743,296
